14.0868 -12.8760 15.1388 15.9971 24.2802 -19.0181 17.0680 -16.3720
-0.6970 2.7431 0.1101 1.4750 -4.2097 1.2235 -5.3590 0.1794
0.4064 -1.7411 2.7255 -0.8815 0.3087 2.0833 3.0452 1.9272
5.5340 1.0178 5.6306 0.3962 -2.9836 9.4224 0.9697 8.0211
3.4494 4.0756 4.1326 2.0677 -7.0546 8.3920 -5.6290 6.1604
1.9999 6.2018 3.0911 3.2299 -9.8852 7.6756 -10.2171 4.8667
4.5355 -1.7491 6.3759 4.7752 2.4944 -0.7256 1.9778 -1.2084
16.4086 -14.9085 17.1088 14.8833 26.7418 -16.7638 21.9536 -13.7508
1.2410 -0.6828 1.1021 -0.3931 0.7026 1.4505 1.8672 1.4946
-1.5190 2.2282 -1.0915 1.2180 -2.9664 -0.7508 -4.8083 -1.3559
2.8292 -0.8352 5.7966 5.3244 0.6892 -1.7520 -0.7258 -2.5844
1.5638 -1.2256 1.7469 -0.6806 1.0811 1.9976 2.9638 2.0736
8.7713 -8.6869 9.2399 6.7735 14.7206 -8.0482 13.4046 -6.2725
4.4733 -1.1007 6.8080 5.1567 0.5622 0.1674 0.2152 -0.8519
-1.7994 2.6394 -1.2930 1.4428 -3.5140 -0.8894 -5.6958 -1.6061
3.8657 3.4649 4.4318 1.7338 -6.2415 8.5978 -4.3111 6.5321
5.5888 -5.6911 7.0252 2.7568 7.5113 -1.3713 9.2977 -0.7319
3.1510 1.6113 3.2511 0.7688 -3.1376 5.9743 -1.2999 4.8105
0.9726 4.8067 1.6858 2.5155 -7.3917 4.8976 -8.1953 2.8662
3.7595 -0.5630 6.8095 5.4600 -0.3258 0.0185 -1.0022 -1.1926
3.9165 0.4885 3.8012 0.1550 -1.6428 6.3527 1.1232 5.4938
6.0737 -4.5054 8.9527 3.3298 4.4403 1.3768 7.1725 1.1084
2.9930 4.7451 3.8046 2.4337 -7.9459 8.1664 -7.0737 5.7530
2.0871 6.0740 3.1537 3.1600 -9.7150 7.7186 -9.9413 4.9445
1.5204 0.7395 1.9414 0.3581 -1.7748 3.2459 -0.6038 2.5887
5.9972 -5.3062 7.7129 2.8729 6.8715 -0.4480 8.9776 0.0075
4.5933 -3.0155 6.3009 4.1179 4.0367 -1.4080 4.0764 -1.5058
1.3593 5.3787 2.0125 2.8052 -8.2245 5.7605 -9.0162 3.4794
3.3045 -1.3832 5.9888 5.0229 1.4515 -1.5721 0.4603 -2.2473
26.2560 -24.6040 25.6085 26.8173 46.9659 -34.4373 34.6994 -28.6651
1.3183 -1.9338 0.9473 -1.0571 2.5745 0.6516 4.1730 1.1767
6.1997 -4.7162 6.8099 8.9247 10.0054 -9.8281 5.0478 -8.9503
-1.6500 2.4203 -1.1856 1.3230 -3.2222 -0.8155 -5.2228 -1.4727
4.7724 -3.2858 5.2539 3.9355 5.6550 -2.5884 5.0104 -2.1936
2.0843 -2.4099 1.7277 -1.3266 2.9985 1.6202 5.4114 2.1620
0.5547 0.3860 1.2294 0.2016 -1.2420 1.7844 -0.4904 1.3530
-0.4390 3.9028 0.9446 2.0890 -6.3385 2.8588 -7.3727 1.2024
0.5805 2.0463 1.0876 1.0705 -3.3631 2.5584 -3.4288 1.6034
9.0754 -8.3657 8.9225 6.9187 14.8102 -8.0489 13.1271 -6.2336
5.2202 -4.3818 4.7340 3.3297 7.8312 -3.4738 7.3142 -2.5051
31.1130 -26.7461 31.6541 37.1548 53.0423 -44.3302 34.1425 -38.5686
2.9673 -0.0851 3.1943 5.6591 2.0182 -3.9646 -1.6022 -4.2555
4.5720 2.4290 4.9393 1.1676 -4.8624 8.9468 -2.0756 7.1624
5.9262 -5.3620 9.2393 2.8957 5.1886 1.1411 8.5075 1.0409
3.7872 -2.7377 7.0501 4.3335 2.1488 -0.8471 2.6502 -1.4632
2.0139 -0.2508 4.5725 5.6476 0.3950 -3.1328 -2.1886 -3.9136
11.1898 -8.1953 14.2473 12.8071 13.8516 -10.0804 9.9954 -9.4564
4.7917 0.3441 4.4789 0.0531 -1.5217 7.4570 1.8484 6.5430
11.8971 -10.7207 12.8428 11.4140 19.0197 -12.5451 15.2532 -10.5275
5.9285 -4.2182 6.9347 9.2134 8.7990 -9.5245 3.7586 -8.9581
1.7076 4.8679 2.2628 2.5260 -7.5444 5.9327 -7.9137 3.7902
4.0521 1.4290 3.9474 0.6461 -2.9661 7.0915 -0.4928 5.8828
12.9545 -11.7450 14.8972 10.8935 18.7146 -10.2894 17.0578 -8.5668
-0.4216 0.6185 -0.3030 0.3381 -0.8234 -0.2084 -1.3346 -0.3763
2.2109 -0.3564 4.7191 5.6163 -0.1359 -2.8000 -2.4115 -3.7509
2.9337 3.0695 3.1438 1.5429 -5.1501 6.5387 -4.0329 4.8846
